patient_count,related_diagnosis,claim_week,claim_year,PRVDR_NUM,PRVDR_STATE_CD
18,A_AB_COPD_DY,13,2022,460021,46
74,A_AB_COPD_DY,13,2019,460009,46
36,Emesis,13,2022,460021,46
23,A_AB_COPD_DY,14,2019,460021,46
24,Emesis,14,2021,460009,46
12,Emesis,14,2022,460009,46
14,Emesis,14,2017,460009,46
12,A_AB_COPD_DY,14,2018,460001,46
12,A_AB_COPD_DY,14,2019,461302,46
12,A_AB_COPD_DY,14,2020,460009,46
30,A_AB_COPD_DY,14,2019,460009,46
12,A_AB_COPD_DY,14,2021,460015,46
12,A_AB_COPD_DY,14,2022,460051,46
12,A_AB_COPD_DY,14,2022,460004,46
12,A_AB_COPD_DY,14,2019,460001,46
18,A_AB_COPD_DY,14,2020,460001,46
18,A_AB_COPD_DY,14,2021,460004,46
12,A_AB_COPD_DY,14,2019,460051,46
52,A_AB_COPD_DY,14,2017,460021,46
43,A_AB_COPD_DY,14,2017,460009,46
16,A_AB_COPD_DY,14,2017,460015,46
12,A_AB_COPD_DY,14,2021,460051,46
12,A_AB_COPD_DY,14,2022,460010,46
36,A_AB_COPD_DY,14,2021,460021,46
19,A_AB_COPD_DY,14,2018,460004,46
18,Emesis,14,2018,460009,46
12,A_AB_COPD_DY,14,2017,460010,46
18,A_AB_COPD_DY,14,2019,460047,46
12,A_AB_COPD_DY,14,2021,460001,46
11,A_AB_COPD_DY,14,2020,460013,46
12,A_AB_COPD_DY,14,2017,460004,46
12,Emesis,14,2017,460001,46
12,A_AB_COPD_DY,14,2019,460010,46
49,A_AB_COPD_DY,14,2018,460009,46
12,A_AB_COPD_DY,14,2022,460021,46
12,Emesis,14,2019,460001,46
54,A_AB_COPD_DY,14,2022,460009,46
12,Emesis,14,2022,460011,46
41,A_AB_COPD_DY,14,2018,460021,46
18,Emesis,14,2017,460021,46
12,A_AB_COPD_DY,14,2021,461307,46
59,A_AB_COPD_DY,14,2021,460009,46
12,A_AB_COPD_DY,14,2017,460007,46
12,A_AB_COPD_DY,14,2019,461310,46
12,Emesis,15,2019,460021,46
24,Emesis,15,2017,460009,46
12,A_AB_COPD_DY,15,2017,460005,46
12,A_AB_COPD_DY,15,2018,460010,46
12,Emesis,15,2019,460009,46
46,A_AB_COPD_DY,15,2021,460021,46
12,A_AB_COPD_DY,15,2020,460015,46
12,A_AB_COPD_DY,15,2021,460051,46
12,A_AB_COPD_DY,15,2022,460004,46
15,Emesis,15,2018,460021,46
24,A_AB_COPD_DY,15,2022,460021,46
15,A_AB_COPD_DY,15,2017,460014,46
12,A_AB_COPD_DY,15,2019,461302,46
18,A_AB_COPD_DY,15,2022,460047,46
11,A_AB_COPD_DY,15,2018,460011,46
12,A_AB_COPD_DY,15,2017,460007,46
18,A_AB_COPD_DY,15,2019,460041,46
12,A_AB_COPD_DY,15,2022,460013,46
17,A_AB_COPD_DY,15,2022,460006,46
24,A_AB_COPD_DY,15,2017,460009,46
15,A_AB_COPD_DY,15,2019,460010,46
12,A_AB_COPD_DY,15,2020,463810,46
59,A_AB_COPD_DY,15,2022,460009,46
81,A_AB_COPD_DY,15,2019,460009,46
50,A_AB_COPD_DY,15,2021,460009,46
18,A_AB_COPD_DY,15,2020,460009,46
40,A_AB_COPD_DY,15,2019,460021,46
18,A_AB_COPD_DY,15,2022,460010,46
31,Emesis,15,2022,460009,46
82,A_AB_COPD_DY,15,2018,460009,46
22,Emesis,15,2021,460009,46
23,A_AB_COPD_DY,15,2017,460004,46
12,Emesis,15,2022,460021,46
18,A_AB_COPD_DY,15,2021,460047,46
18,A_AB_COPD_DY,15,2018,460001,46
17,A_AB_COPD_DY,15,2020,460021,46
12,A_AB_COPD_DY,15,2018,460047,46
12,A_AB_COPD_DY,16,2017,460039,46
12,A_AB_COPD_DY,16,2017,460007,46
12,Emesis,16,2022,460009,46
12,A_AB_COPD_DY,16,2018,460005,46
12,A_AB_COPD_DY,16,2021,460015,46
18,A_AB_COPD_DY,16,2017,460047,46
12,A_AB_COPD_DY,16,2019,460047,46
12,Emesis,16,2018,460047,46
20,A_AB_COPD_DY,16,2017,460042,46
12,A_AB_COPD_DY,16,2022,460006,46
16,A_AB_COPD_DY,16,2021,460021,46
12,A_AB_COPD_DY,16,2022,460015,46
52,A_AB_COPD_DY,16,2021,460009,46
47,A_AB_COPD_DY,16,2022,460009,46
22,Emesis,16,2017,460009,46
18,A_AB_COPD_DY,16,2018,460021,46
16,Emesis,16,2018,460009,46
12,A_AB_COPD_DY,16,2018,460015,46
14,A_AB_COPD_DY,16,2018,460047,46
18,A_AB_COPD_DY,16,2022,460047,46
28,A_AB_COPD_DY,16,2021,460047,46
53,A_AB_COPD_DY,16,2018,460009,46
24,A_AB_COPD_DY,16,2022,460021,46
12,A_AB_COPD_DY,16,2020,460047,46
60,A_AB_COPD_DY,16,2017,460009,46
11,A_AB_COPD_DY,16,2017,460014,46
36,A_AB_COPD_DY,16,2021,460010,46
14,A_AB_COPD_DY,16,2019,460010,46
14,A_AB_COPD_DY,16,2017,460004,46
12,A_AB_COPD_DY,16,2022,460019,46
11,Emesis,16,2021,460009,46
12,A_AB_COPD_DY,16,2017,460021,46
25,A_AB_COPD_DY,16,2019,460021,46
11,A_AB_COPD_DY,16,2019,461309,46
16,A_AB_COPD_DY,16,2018,460010,46
12,A_AB_COPD_DY,16,2022,460041,46
24,A_AB_COPD_DY,16,2017,460051,46
18,A_AB_COPD_DY,16,2021,460051,46
12,Emesis,16,2019,460015,46
12,A_AB_COPD_DY,16,2020,460015,46
18,A_AB_COPD_DY,16,2018,460004,46
30,A_AB_COPD_DY,16,2020,460009,46
12,A_AB_COPD_DY,16,2017,460005,46
18,Emesis,16,2019,460009,46
42,A_AB_COPD_DY,16,2019,460009,46
12,A_AB_COPD_DY,16,2022,460017,46
12,Emesis,16,2018,460021,46
11,A_AB_COPD_DY,16,2020,460041,46
12,A_AB_COPD_DY,16,2019,460011,46
30,A_AB_COPD_DY,17,2020,460021,46
12,A_AB_COPD_DY,17,2021,460051,46
24,A_AB_COPD_DY,17,2022,460047,46
18,A_AB_COPD_DY,17,2020,460047,46
12,A_AB_COPD_DY,17,2017,460047,46
12,Emesis,17,2019,460021,46
30,A_AB_COPD_DY,17,2021,460009,46
18,Emesis,17,2017,460009,46
31,Emesis,17,2022,460009,46
23,A_AB_COPD_DY,17,2019,460021,46
31,A_AB_COPD_DY,17,2019,460004,46
17,A_AB_COPD_DY,17,2019,460001,46
18,A_AB_COPD_DY,17,2020,460011,46
18,A_AB_COPD_DY,17,2022,460007,46
12,A_AB_COPD_DY,17,2018,461815,46
12,Emesis,17,2022,460004,46
18,A_AB_COPD_DY,17,2017,460007,46
12,Emesis,17,2022,460047,46
12,A_AB_COPD_DY,17,2022,460004,46
12,Emesis,17,2017,461801,46
12,A_AB_COPD_DY,17,2019,460011,46
23,A_AB_COPD_DY,17,2017,460010,46
12,A_AB_COPD_DY,17,2019,460015,46
18,A_AB_COPD_DY,17,2017,460004,46
58,A_AB_COPD_DY,17,2019,460009,46
18,A_AB_COPD_DY,17,2021,460047,46
30,A_AB_COPD_DY,17,2022,460009,46
24,A_AB_COPD_DY,17,2020,460009,46
12,A_AB_COPD_DY,17,2021,460058,46
12,A_AB_COPD_DY,17,2019,460047,46
23,A_AB_COPD_DY,17,2021,460021,46
18,A_AB_COPD_DY,17,2021,460007,46
12,A_AB_COPD_DY,17,2021,460010,46
30,A_AB_COPD_DY,17,2022,460021,46
47,A_AB_COPD_DY,17,2018,460009,46
60,A_AB_COPD_DY,17,2017,460009,46
30,A_AB_COPD_DY,17,2018,460021,46
17,Emesis,17,2017,460004,46
12,A_AB_COPD_DY,17,2020,460061,46
21,A_AB_COPD_DY,17,2018,460051,46
12,A_AB_COPD_DY,17,2018,460005,46
11,A_AB_COPD_DY,17,2019,460007,46
13,A_AB_COPD_DY,17,2017,460021,46
12,A_AB_COPD_DY,17,2018,460047,46
12,A_AB_COPD_DY,18,2021,460007,46
12,A_AB_COPD_DY,18,2021,460004,46
12,A_AB_COPD_DY,18,2021,460011,46
12,Emesis,18,2018,460021,46
21,A_AB_COPD_DY,18,2017,460004,46
12,Emesis,18,2022,460021,46
18,A_AB_COPD_DY,18,2017,460021,46
12,A_AB_COPD_DY,18,2017,460005,46
62,A_AB_COPD_DY,18,2021,460010,46
18,A_AB_COPD_DY,18,2022,460021,46
11,A_AB_COPD_DY,18,2019,460007,46
12,Emesis,18,2017,460021,46
12,Emesis,18,2019,460006,46
24,A_AB_COPD_DY,18,2019,460010,46
24,Emesis,18,2018,460009,46
14,A_AB_COPD_DY,18,2021,460021,46
12,Emesis,18,2018,460004,46
23,A_AB_COPD_DY,18,2018,460010,46
19,A_AB_COPD_DY,18,2018,460021,46
12,A_AB_COPD_DY,18,2019,460021,46
11,A_AB_COPD_DY,18,2018,460030,46
18,Emesis,18,2020,460011,46
50,A_AB_COPD_DY,18,2022,460009,46
12,A_AB_COPD_DY,18,2019,461302,46
24,A_AB_COPD_DY,18,2017,460010,46
24,A_AB_COPD_DY,18,2018,460004,46
24,Emesis,18,2021,460009,46
12,A_AB_COPD_DY,18,2021,461802,46
54,A_AB_COPD_DY,18,2020,460009,46
43,A_AB_COPD_DY,18,2019,460009,46
12,A_AB_COPD_DY,18,2020,460007,46
18,A_AB_COPD_DY,18,2019,460011,46
18,Emesis,18,2017,460010,46
72,A_AB_COPD_DY,18,2017,460009,46
18,Emesis,18,2017,460058,46
19,Emesis,18,2019,460009,46
115,A_AB_COPD_DY,18,2021,460009,46
21,A_AB_COPD_DY,18,2019,460004,46
12,Emesis,18,2021,460010,46
12,A_AB_COPD_DY,18,2018,460001,46
30,A_AB_COPD_DY,18,2018,460009,46
18,A_AB_COPD_DY,18,2021,460023,46
12,A_AB_COPD_DY,18,2017,460047,46
12,A_AB_COPD_DY,18,2020,460015,46
12,A_AB_COPD_DY,18,2020,460021,46
24,A_AB_COPD_DY,18,2021,460051,46
12,A_AB_COPD_DY,18,2022,460011,46
12,Emesis,18,2019,462548,46
12,A_AB_COPD_DY,18,2019,460051,46
12,A_AB_COPD_DY,19,2018,460042,46
73,A_AB_COPD_DY,19,2017,460009,46
16,A_AB_COPD_DY,19,2021,460007,46
12,Emesis,19,2018,460021,46
37,A_AB_COPD_DY,19,2017,460047,46
12,A_AB_COPD_DY,19,2019,460001,46
12,Emesis,19,2022,460009,46
12,A_AB_COPD_DY,19,2022,460047,46
30,A_AB_COPD_DY,19,2021,460010,46
30,A_AB_COPD_DY,19,2022,460010,46
12,A_AB_COPD_DY,19,2020,460015,46
64,A_AB_COPD_DY,19,2019,460009,46
18,A_AB_COPD_DY,19,2017,460021,46
42,A_AB_COPD_DY,19,2019,460021,46
32,A_AB_COPD_DY,19,2018,460021,46
11,A_AB_COPD_DY,19,2018,460014,46
12,A_AB_COPD_DY,19,2022,460007,46
12,Emesis,19,2017,460021,46
52,A_AB_COPD_DY,19,2018,460009,46
17,A_AB_COPD_DY,19,2022,460021,46
12,A_AB_COPD_DY,19,2017,460058,46
12,A_AB_COPD_DY,19,2020,460004,46
11,A_AB_COPD_DY,19,2019,460004,46
37,A_AB_COPD_DY,19,2020,460009,46
21,A_AB_COPD_DY,19,2017,460010,46
28,A_AB_COPD_DY,19,2021,460047,46
34,A_AB_COPD_DY,19,2018,460010,46
42,A_AB_COPD_DY,19,2021,460009,46
24,A_AB_COPD_DY,19,2018,460004,46
36,A_AB_COPD_DY,19,2020,460021,46
12,Emesis,19,2020,460021,46
36,A_AB_COPD_DY,19,2021,460021,46
12,A_AB_COPD_DY,19,2017,460011,46
77,A_AB_COPD_DY,19,2022,460009,46
14,A_AB_COPD_DY,19,2019,460010,46
12,Emesis,19,2021,460021,46
54,A_AB_COPD_DY,19,2017,460004,46
18,A_AB_COPD_DY,19,2018,460001,46
12,A_AB_COPD_DY,20,2017,460001,46
20,A_AB_COPD_DY,20,2018,460021,46
18,Emesis,20,2018,460021,46
12,A_AB_COPD_DY,20,2019,460060,46
37,A_AB_COPD_DY,20,2020,460021,46
28,A_AB_COPD_DY,20,2019,460021,46
12,A_AB_COPD_DY,20,2018,460057,46
18,A_AB_COPD_DY,20,2017,460005,46
27,A_AB_COPD_DY,20,2017,460021,46
51,A_AB_COPD_DY,20,2021,460009,46
59,A_AB_COPD_DY,20,2018,460009,46
41,A_AB_COPD_DY,20,2022,460009,46
12,A_AB_COPD_DY,20,2020,460058,46
18,A_AB_COPD_DY,20,2021,460004,46
12,A_AB_COPD_DY,20,2019,460026,46
11,A_AB_COPD_DY,20,2017,460006,46
16,Emesis,20,2021,460009,46
12,A_AB_COPD_DY,20,2022,460006,46
26,A_AB_COPD_DY,20,2022,460021,46
12,A_AB_COPD_DY,20,2021,460007,46
12,A_AB_COPD_DY,20,2022,460062,46
12,A_AB_COPD_DY,20,2021,460042,46
51,A_AB_COPD_DY,20,2021,460021,46
18,A_AB_COPD_DY,20,2021,460047,46
34,A_AB_COPD_DY,20,2019,460009,46
12,Emesis,20,2017,460021,46
74,A_AB_COPD_DY,20,2017,460009,46
12,A_AB_COPD_DY,20,2019,460014,46
24,A_AB_COPD_DY,20,2017,460004,46
24,A_AB_COPD_DY,20,2022,460010,46
12,A_AB_COPD_DY,20,2018,460047,46
12,A_AB_COPD_DY,20,2020,460047,46
18,Emesis,20,2022,460021,46
19,A_AB_COPD_DY,20,2018,460010,46
36,A_AB_COPD_DY,20,2017,460010,46
18,A_AB_COPD_DY,20,2017,460047,46
12,Emesis,20,2018,460009,46
12,A_AB_COPD_DY,20,2020,460004,46
36,A_AB_COPD_DY,20,2020,460009,46
12,A_AB_COPD_DY,20,2022,460042,46
36,A_AB_COPD_DY,20,2019,460010,46
12,A_AB_COPD_DY,21,2018,460047,46
12,A_AB_COPD_DY,21,2017,460004,46
56,A_AB_COPD_DY,21,2020,460009,46
18,A_AB_COPD_DY,21,2020,460015,46
30,A_AB_COPD_DY,21,2017,460021,46
12,A_AB_COPD_DY,21,2022,460004,46
28,A_AB_COPD_DY,21,2019,460004,46
12,A_AB_COPD_DY,21,2020,460047,46
19,Emesis,21,2021,460009,46
18,A_AB_COPD_DY,21,2019,461302,46
12,A_AB_COPD_DY,21,2021,460058,46
18,A_AB_COPD_DY,21,2020,460021,46
16,A_AB_COPD_DY,21,2019,460047,46
12,A_AB_COPD_DY,21,2021,460009,46
17,A_AB_COPD_DY,21,2017,460047,46
12,A_AB_COPD_DY,21,2022,460006,46
24,A_AB_COPD_DY,21,2018,460011,46
12,A_AB_COPD_DY,21,2020,460014,46
73,A_AB_COPD_DY,21,2017,460009,46
12,Emesis,21,2017,46T051,46
12,A_AB_COPD_DY,21,2018,460010,46
24,A_AB_COPD_DY,21,2018,460021,46
22,Emesis,21,2017,460009,46
21,A_AB_COPD_DY,21,2021,460021,46
12,Emesis,21,2018,460009,46
12,A_AB_COPD_DY,21,2020,460010,46
12,Emesis,21,2022,460009,46
18,A_AB_COPD_DY,21,2019,460015,46
15,A_AB_COPD_DY,21,2018,460004,46
52,A_AB_COPD_DY,21,2019,460009,46
16,A_AB_COPD_DY,21,2021,460047,46
12,Emesis,21,2017,460001,46
12,A_AB_COPD_DY,21,2022,460010,46
12,A_AB_COPD_DY,21,2022,460051,46
12,A_AB_COPD_DY,21,2017,460015,46
12,A_AB_COPD_DY,21,2019,460042,46
54,A_AB_COPD_DY,21,2022,460009,46
24,Emesis,21,2019,460009,46
12,A_AB_COPD_DY,21,2021,460023,46
12,A_AB_COPD_DY,21,2021,460001,46
11,A_AB_COPD_DY,21,2021,460007,46
12,A_AB_COPD_DY,21,2022,460007,46
12,A_AB_COPD_DY,21,2019,463813,46
24,A_AB_COPD_DY,21,2022,460047,46
40,A_AB_COPD_DY,21,2018,460009,46
12,A_AB_COPD_DY,22,2017,460007,46
12,A_AB_COPD_DY,22,2017,460026,46
12,A_AB_COPD_DY,22,2020,460010,46
12,A_AB_COPD_DY,22,2021,460004,46
26,A_AB_COPD_DY,22,2019,460021,46
15,A_AB_COPD_DY,22,2019,460004,46
18,A_AB_COPD_DY,22,2017,460047,46
18,Emesis,22,2018,460009,46
12,Emesis,22,2021,460009,46
12,Emesis,22,2022,460021,46
12,A_AB_COPD_DY,22,2020,460047,46
42,A_AB_COPD_DY,22,2022,460009,46
18,A_AB_COPD_DY,22,2017,460004,46
15,A_AB_COPD_DY,22,2019,460010,46
12,A_AB_COPD_DY,22,2018,460004,46
12,A_AB_COPD_DY,22,2019,460051,46
18,Emesis,22,2020,460009,46
18,A_AB_COPD_DY,22,2020,460021,46
29,A_AB_COPD_DY,22,2021,460009,46
14,A_AB_COPD_DY,22,2018,460007,46
53,A_AB_COPD_DY,22,2017,460009,46
12,Emesis,22,2019,460009,46
11,Emesis,22,2018,461307,46
12,Emesis,22,2018,462543,46
22,Emesis,22,2017,460009,46
45,A_AB_COPD_DY,22,2019,460009,46
16,A_AB_COPD_DY,22,2022,460004,46
16,A_AB_COPD_DY,22,2017,460051,46
12,A_AB_COPD_DY,22,2021,460021,46
51,A_AB_COPD_DY,22,2018,460009,46
16,A_AB_COPD_DY,22,2018,460021,46
12,Emesis,22,2022,460009,46
12,A_AB_COPD_DY,22,2018,460005,46
12,Emesis,22,2022,460004,46
12,A_AB_COPD_DY,22,2019,460023,46
16,A_AB_COPD_DY,22,2021,460001,46
24,A_AB_COPD_DY,22,2018,460001,46
23,A_AB_COPD_DY,22,2017,460021,46
18,A_AB_COPD_DY,22,2022,460010,46
12,Emesis,22,2018,460021,46
48,A_AB_COPD_DY,22,2020,460009,46
18,A_AB_COPD_DY,22,2021,460010,46
12,A_AB_COPD_DY,22,2017,460060,46
30,Emesis,23,2022,460009,46
12,A_AB_COPD_DY,23,2017,460010,46
18,A_AB_COPD_DY,23,2021,460021,46
24,A_AB_COPD_DY,23,2020,460021,46
18,Emesis,23,2020,460009,46
11,A_AB_COPD_DY,23,2017,460006,46
23,A_AB_COPD_DY,23,2019,460021,46
12,Emesis,23,2020,460010,46
12,A_AB_COPD_DY,23,2018,461302,46
42,A_AB_COPD_DY,23,2020,460009,46
30,A_AB_COPD_DY,23,2021,460047,46
12,A_AB_COPD_DY,23,2022,460051,46
18,A_AB_COPD_DY,23,2022,460047,46
12,A_AB_COPD_DY,23,2019,460005,46
48,A_AB_COPD_DY,23,2022,460009,46
24,A_AB_COPD_DY,23,2022,460021,46
30,A_AB_COPD_DY,23,2019,460010,46
18,A_AB_COPD_DY,23,2019,460026,46
12,A_AB_COPD_DY,23,2020,460010,46
12,A_AB_COPD_DY,23,2018,460011,46
32,A_AB_COPD_DY,23,2018,460009,46
18,A_AB_COPD_DY,23,2020,460001,46
12,Emesis,23,2019,460010,46
18,Emesis,23,2021,460009,46
30,A_AB_COPD_DY,23,2021,460009,46
51,A_AB_COPD_DY,23,2017,460009,46
12,A_AB_COPD_DY,23,2021,460041,46
17,A_AB_COPD_DY,23,2019,460004,46
19,A_AB_COPD_DY,23,2020,460004,46
12,A_AB_COPD_DY,23,2017,460021,46
57,A_AB_COPD_DY,23,2019,460009,46
24,A_AB_COPD_DY,23,2018,460047,46
18,A_AB_COPD_DY,23,2022,460010,46
12,A_AB_COPD_DY,23,2018,460021,46
12,A_AB_COPD_DY,23,2018,460004,46
12,A_AB_COPD_DY,23,2020,460047,46
12,A_AB_COPD_DY,23,2019,460051,46
12,A_AB_COPD_DY,23,2022,460006,46
12,A_AB_COPD_DY,23,2017,460051,46
18,Emesis,23,2017,460009,46
12,A_AB_COPD_DY,23,2018,460010,46
12,A_AB_COPD_DY,23,2020,460005,46
12,A_AB_COPD_DY,23,2018,460057,46
18,A_AB_COPD_DY,23,2019,460047,46
12,A_AB_COPD_DY,23,2020,460023,46
14,A_AB_COPD_DY,24,2017,460006,46
17,A_AB_COPD_DY,24,2019,460021,46
53,A_AB_COPD_DY,24,2018,460009,46
12,A_AB_COPD_DY,24,2020,460047,46
12,A_AB_COPD_DY,24,2020,460004,46
18,A_AB_COPD_DY,24,2018,460021,46
25,A_AB_COPD_DY,24,2018,460004,46
24,A_AB_COPD_DY,24,2021,460004,46
13,A_AB_COPD_DY,24,2019,460001,46
12,A_AB_COPD_DY,24,2017,460015,46
12,A_AB_COPD_DY,24,2021,460015,46
42,A_AB_COPD_DY,24,2020,460021,46
41,A_AB_COPD_DY,24,2021,460009,46
18,A_AB_COPD_DY,24,2021,460001,46
15,A_AB_COPD_DY,24,2017,460004,46
24,A_AB_COPD_DY,24,2021,460010,46
18,Emesis,24,2022,460001,46
24,A_AB_COPD_DY,24,2018,460010,46
18,A_AB_COPD_DY,24,2017,460021,46
24,A_AB_COPD_DY,24,2022,460010,46
12,A_AB_COPD_DY,24,2018,460051,46
12,Emesis,24,2017,460058,46
18,Emesis,24,2020,460009,46
12,A_AB_COPD_DY,24,2018,460011,46
12,Emesis,24,2019,460015,46
35,Emesis,24,2022,460009,46
16,A_AB_COPD_DY,24,2018,460007,46
12,A_AB_COPD_DY,24,2018,460057,46
58,A_AB_COPD_DY,24,2017,460009,46
12,A_AB_COPD_DY,24,2022,460001,46
12,A_AB_COPD_DY,24,2018,460006,46
48,A_AB_COPD_DY,24,2022,460009,46
12,A_AB_COPD_DY,24,2021,460011,46
24,A_AB_COPD_DY,24,2020,460009,46
12,A_AB_COPD_DY,24,2022,460058,46
18,A_AB_COPD_DY,24,2022,460047,46
12,Emesis,24,2017,460004,46
12,Emesis,24,2017,460010,46
22,A_AB_COPD_DY,24,2019,460041,46
18,A_AB_COPD_DY,24,2021,460021,46
23,A_AB_COPD_DY,24,2019,460010,46
18,A_AB_COPD_DY,24,2018,460047,46
24,Emesis,24,2021,460009,46
18,A_AB_COPD_DY,24,2021,460047,46
56,A_AB_COPD_DY,24,2019,460009,46
15,Emesis,24,2018,460010,46
12,A_AB_COPD_DY,24,2020,460010,46
11,Emesis,24,2017,460042,46
12,A_AB_COPD_DY,25,2020,460015,46
12,A_AB_COPD_DY,25,2021,460047,46
12,A_AB_COPD_DY,25,2022,460015,46
12,A_AB_COPD_DY,25,2017,460011,46
18,A_AB_COPD_DY,25,2017,460047,46
11,A_AB_COPD_DY,25,2019,460015,46
12,A_AB_COPD_DY,25,2021,460023,46
12,A_AB_COPD_DY,25,2019,460005,46
56,A_AB_COPD_DY,25,2020,460009,46
20,A_AB_COPD_DY,25,2019,460021,46
18,Emesis,25,2019,460009,46
24,Emesis,25,2018,460009,46
18,A_AB_COPD_DY,25,2020,460010,46
24,A_AB_COPD_DY,25,2017,460009,46
24,A_AB_COPD_DY,25,2018,460021,46
16,A_AB_COPD_DY,25,2018,460051,46
12,A_AB_COPD_DY,25,2022,460026,46
25,A_AB_COPD_DY,25,2018,460009,46
14,A_AB_COPD_DY,25,2021,460021,46
24,A_AB_COPD_DY,25,2019,460010,46
12,A_AB_COPD_DY,25,2022,460005,46
15,A_AB_COPD_DY,25,2021,461335,46
18,A_AB_COPD_DY,25,2017,460004,46
24,A_AB_COPD_DY,25,2018,460010,46
18,A_AB_COPD_DY,25,2022,460021,46
18,A_AB_COPD_DY,25,2018,460058,46
13,Emesis,25,2022,460021,46
12,A_AB_COPD_DY,25,2017,460010,46
11,A_AB_COPD_DY,25,2018,460011,46
70,A_AB_COPD_DY,25,2022,460009,46
23,A_AB_COPD_DY,25,2021,460010,46
24,A_AB_COPD_DY,25,2018,460004,46
12,A_AB_COPD_DY,25,2022,460001,46
34,A_AB_COPD_DY,25,2019,460009,46
20,A_AB_COPD_DY,25,2019,460047,46
17,A_AB_COPD_DY,25,2021,460011,46
24,A_AB_COPD_DY,25,2019,460004,46
42,A_AB_COPD_DY,25,2020,460021,46
34,A_AB_COPD_DY,25,2021,460009,46
12,Emesis,25,2021,460010,46
12,A_AB_COPD_DY,25,2017,460026,46
30,A_AB_COPD_DY,26,2020,460021,46
12,Emesis,26,2017,460011,46
18,A_AB_COPD_DY,26,2019,460015,46
12,A_AB_COPD_DY,26,2021,460010,46
12,A_AB_COPD_DY,26,2019,460026,46
13,Emesis,26,2018,462525,46
35,A_AB_COPD_DY,26,2021,460021,46
18,A_AB_COPD_DY,26,2017,460004,46
18,Emesis,26,2019,460009,46
12,Emesis,26,2022,460009,46
18,A_AB_COPD_DY,26,2018,460004,46
24,Emesis,26,2017,460009,46
16,A_AB_COPD_DY,26,2018,460021,46
12,A_AB_COPD_DY,26,2021,460023,46
29,A_AB_COPD_DY,26,2018,460007,46
30,A_AB_COPD_DY,26,2017,460009,46
24,A_AB_COPD_DY,26,2020,460007,46
36,A_AB_COPD_DY,26,2017,460047,46
12,Emesis,26,2017,460010,46
12,Emesis,26,2020,460009,46
57,A_AB_COPD_DY,26,2021,460009,46
18,A_AB_COPD_DY,26,2017,460007,46
24,A_AB_COPD_DY,26,2021,460007,46
12,A_AB_COPD_DY,26,2021,460004,46
17,A_AB_COPD_DY,26,2018,460011,46
12,A_AB_COPD_DY,26,2020,460004,46
55,A_AB_COPD_DY,26,2019,460009,46
12,A_AB_COPD_DY,26,2022,460041,46
24,A_AB_COPD_DY,26,2020,460009,46
12,A_AB_COPD_DY,26,2022,460021,46
12,Emesis,26,2017,460013,46
19,A_AB_COPD_DY,26,2017,460021,46
12,A_AB_COPD_DY,26,2022,460004,46
18,A_AB_COPD_DY,26,2022,460009,46
63,A_AB_COPD_DY,26,2018,460009,46
12,A_AB_COPD_DY,26,2018,460047,46
18,A_AB_COPD_DY,26,2022,460010,46
18,A_AB_COPD_DY,26,2019,460007,46
24,A_AB_COPD_DY,26,2019,460010,46
12,A_AB_COPD_DY,26,2019,460047,46
11,Emesis,26,2018,460023,46
58,A_AB_COPD_DY,27,2022,460009,46
12,A_AB_COPD_DY,27,2021,460047,46
18,A_AB_COPD_DY,27,2020,460015,46
12,A_AB_COPD_DY,27,2020,460007,46
12,A_AB_COPD_DY,27,2022,460004,46
18,Emesis,27,2017,460021,46
12,A_AB_COPD_DY,27,2022,460047,46
24,A_AB_COPD_DY,27,2018,460010,46
12,A_AB_COPD_DY,27,2022,460021,46
12,Emesis,27,2020,460047,46
12,A_AB_COPD_DY,27,2021,460001,46
12,Emesis,27,2018,460051,46
24,A_AB_COPD_DY,27,2020,460047,46
12,A_AB_COPD_DY,27,2019,460004,46
12,A_AB_COPD_DY,27,2018,460001,46
16,A_AB_COPD_DY,27,2018,460042,46
18,A_AB_COPD_DY,27,2022,460015,46
12,Emesis,27,2022,460010,46
13,A_AB_COPD_DY,27,2018,460007,46
30,A_AB_COPD_DY,27,2017,460009,46
12,Emesis,27,2018,460010,46
11,Emesis,27,2022,460009,46
16,A_AB_COPD_DY,27,2018,460009,46
12,Emesis,27,2020,460004,46
35,A_AB_COPD_DY,27,2021,460009,46
12,A_AB_COPD_DY,27,2018,461304,46
12,A_AB_COPD_DY,27,2019,460023,46
11,Emesis,27,2018,460041,46
12,A_AB_COPD_DY,27,2019,460006,46
18,A_AB_COPD_DY,27,2020,460004,46
19,A_AB_COPD_DY,27,2017,460021,46
17,Emesis,27,2020,460015,46
12,A_AB_COPD_DY,27,2020,460021,46
20,A_AB_COPD_DY,27,2018,460047,46
18,A_AB_COPD_DY,27,2019,460051,46
12,A_AB_COPD_DY,27,2017,460047,46
12,A_AB_COPD_DY,27,2019,460047,46
12,A_AB_COPD_DY,27,2019,460001,46
41,A_AB_COPD_DY,27,2019,460009,46
12,Emesis,27,2020,460021,46
12,A_AB_COPD_DY,27,2021,460007,46
18,A_AB_COPD_DY,27,2018,460021,46
18,A_AB_COPD_DY,27,2022,460041,46
12,A_AB_COPD_DY,27,2019,460021,46
12,A_AB_COPD_DY,27,2017,460041,46
28,A_AB_COPD_DY,28,2021,460004,46
30,Emesis,28,2019,460009,46
13,A_AB_COPD_DY,28,2022,460004,46
24,A_AB_COPD_DY,28,2020,460021,46
